cd_cliente,cd_pedido,cd_produto,categoria_produto,qt_vendida,receita_bruta
70294,1021638,100097,Tela,7,702.36
70294,1025149,100681,Bateria,1,129.2
70294,1025149,100745,Bateria,2,249.09
70294,1025149,100983,Bateria,3,216.06
70294,1011923,100097,Tela,1,334.22
70294,1011923,100784,Fonte,2,206.64
70294,1011923,126925,Bateria,3,122.87
70294,1011923,124400,SSD,4,778.2
70294,1011923,124401,SSD,5,1047.0
70294,1011923,121604,Cooler,6,0.02
70294,1011923,121603,Cooler,7,0.02
70294,1006075,101248,Tela,1,653.66
70294,1006075,100763,Bateria,2,216.32
70294,1006075,124401,SSD,3,451.83
70294,1008331,122655,SSD,2,740.1
70294,1008331,124401,SSD,3,843.05
70294,1008331,124398,SSD,4,593.1
70294,1008331,100500,Bateria,5,121.43
70294,999917,124398,SSD,1,1168.92
70294,999917,124399,SSD,2,1653.07
70294,999917,124400,SSD,3,1378.59
70294,999917,124831,,4,183.12
70294,999917,124830,,5,183.12
70363,1012925,126921,Bateria,1,200.12
70363,1012925,101264,Cooler,2,63.59
70363,904115,100600,Cooler,1,128.47
70363,904115,100810,Teclado,2,68.63
70363,904115,101323,Teclado,3,166.03
70363,904115,100820,Teclado,4,141.53
70363,867186,100820,Teclado,1,69.02
70363,867186,101000,Teclado,2,165.46
70363,876739,121465,Tela,1,703.66
70363,876739,101000,Teclado,2,239.34
70363,940655,100820,Teclado,1,122.3
70363,940655,101323,Teclado,2,184.83
70363,940655,101000,Teclado,3,132.37
70363,916140,100097,Tela,1,624.6
70555,919465,101109,Fonte,1,215.78
70555,919465,101117,Fonte,2,262.15
70555,920783,100501,Bateria,1,148.61
70555,929159,101109,Fonte,1,203.57
70555,929159,101115,Fonte,2,81.73
70555,929159,100507,Bateria,3,181.6
70555,935164,101118,Fonte,1,296.7
70555,953485,101115,Fonte,1,165.38
70555,953485,101118,Fonte,2,259.83
70555,945474,101394,Cooler,1,65.79
70555,945474,101117,Fonte,2,164.7
70555,959512,126660,Fonte,1,194.69
70555,959512,100937,Fonte,2,191.55
70555,966075,100979,Teclado,1,78.2
70555,966075,100505,Bateria,2,152.37
70555,966075,101108,Fonte,3,81.45
70555,857863,101109,Fonte,1,130.37
70555,857863,101120,Fonte,2,82.23
70555,857863,101111,Fonte,3,357.0
70555,857863,101112,Fonte,4,97.27
70555,857863,101116,Fonte,6,93.26
70555,863204,101111,Fonte,1,449.08
70555,910072,100502,Bateria,1,145.06
70555,910072,100681,Bateria,2,154.3
70555,910072,101113,Fonte,4,185.03
70555,910072,101119,Fonte,5,170.96
70555,884678,100501,Bateria,1,132.36
70555,884678,100699,Bateria,2,168.96
70555,884678,101117,Fonte,3,81.82
70555,884678,101112,Fonte,4,198.12
70555,888862,101119,Fonte,1,244.88
70555,888862,100693,Bateria,2,157.03
70555,888862,101108,Fonte,3,171.02
70555,1011689,126923,Bateria,1,164.92
70555,1010672,126927,Bateria,1,129.52
70555,1013069,126660,Fonte,1,320.54
70555,1014499,126927,Bateria,1,129.94
70555,1017353,126925,Bateria,1,146.53
70555,1017353,100756,Fonte,2,96.04
70555,1027908,101118,Fonte,1,156.0
70555,1027908,100756,Fonte,2,78.0
70555,1027908,100519,Fonte,3,78.0
70555,1027908,126660,Fonte,4,349.5
70555,1020357,101111,Fonte,1,483.83
70555,1020357,101254,Fonte,2,60.54
70555,984008,100519,Fonte,1,124.62
70555,984008,100516,Fonte,2,71.76
70555,984008,101255,Fonte,3,71.59
70555,984008,100756,Fonte,4,53.75
70555,984719,100763,Bateria,1,208.28
70555,984719,100519,Fonte,2,63.41
70555,969300,100515,Fonte,1,129.7
70555,969300,100756,Fonte,2,107.99
70555,970092,100681,Bateria,1,149.95
70555,989316,100515,Fonte,1,64.41
70555,989316,101117,Fonte,2,247.36
70555,989316,100756,Fonte,3,53.63
70555,1003770,100756,Fonte,1,216.61
70584,986205,100763,Bateria,1,199.06
70584,976844,100354,Teclado,1,45.26
70584,982793,124398,SSD,1,138.18
70584,1007590,101113,Fonte,1,60.66
70584,1007590,100979,Teclado,2,87.04
70989,1032732,121465,Tela,1,379.52
70989,980188,121518,Tela,1,570.61
70989,980188,100692,Bateria,2,121.55
70989,1004094,100820,Teclado,1,162.74
70989,1004094,100692,Bateria,2,124.17
70989,1021530,100763,Bateria,1,171.27
70989,1021530,126917,Bateria,3,123.95
70989,869331,121465,Tela,1,692.68
70989,860253,101000,Teclado,1,79.32
70989,860253,100820,Teclado,2,264.51
70989,907541,100289,Teclado,1,110.19
70989,907541,100820,Teclado,2,197.85
70989,883750,100820,Teclado,1,344.3
70989,925451,100760,Bateria,1,173.5
71159,963866,124805,Tela,1,4883.24
71159,962265,124805,Tela,1,1470.14
71159,962265,101262,Bateria,2,597.83
71159,962265,100763,Bateria,3,640.8
71159,966631,124805,Tela,1,2221.44
71159,966631,121518,Tela,2,4538.3
71159,954993,124805,Tela,1,5173.92
71159,954993,121604,Cooler,2,0.01
71159,954993,121603,Cooler,3,0.01
71159,959436,100773,Teclado,1,1011.04
71159,959436,100937,Fonte,2,629.96
71159,958900,121518,Tela,1,3631.78
71159,958900,100059,Tela,2,2270.65
71159,948941,124805,Tela,1,18942.87
71159,948941,121518,Tela,2,2926.71
71159,948941,101262,Bateria,3,1489.98
71159,945830,121518,Tela,1,3637.48
71159,941704,100059,Tela,1,4953.67
71159,941704,121518,Tela,2,1212.13
71159,941704,100773,Teclado,3,492.97
71159,917218,100059,Tela,1,2701.08
71159,917218,100763,Bateria,2,1090.51
71159,917235,100059,Tela,1,2694.18
71159,917235,101262,Bateria,2,408.37
71159,917235,100763,Bateria,3,432.86
71159,934657,100059,Tela,1,2629.83
71159,934657,100763,Bateria,2,649.11
71159,935515,100763,Bateria,1,1075.61
71159,935515,100773,Teclado,2,833.66
71159,935515,101262,Bateria,3,1124.3
71159,938309,100059,Tela,1,2513.3
71159,938309,121518,Tela,2,607.9
71159,925531,100059,Tela,1,5283.8
71159,856914,100059,Tela,1,5765.18
71159,856914,100773,Teclado,2,252.51
71159,861757,122805,SSD,1,5442.54
71159,872771,122805,SSD,1,7243.86
71159,872771,121518,Tela,2,3265.02
71159,869431,100059,Tela,1,7342.15
71159,869431,100055,Tela,2,2339.43
71159,869431,121465,Tela,3,643.73
71159,904509,100763,Bateria,1,439.03
71159,904509,101262,Bateria,2,387.91
71159,886682,100059,Tela,1,3623.25
71159,886682,101262,Bateria,2,1503.61
71159,886682,100773,Teclado,3,544.21
71159,887201,100059,Tela,1,4157.9
71159,1032807,100773,Teclado,1,534.1
71159,1032807,126924,Bateria,2,1312.35
71159,1032807,100059,Tela,3,1932.2
71159,1032807,122655,SSD,4,2260.0
71159,1009559,121518,Tela,1,906.28
71159,1009559,124805,Tela,2,2237.24
71159,1009559,100055,Tela,3,945.63
71159,1009559,100773,Teclado,4,508.07
71159,1004641,124805,Tela,1,6739.71
71159,1004641,121518,Tela,2,2783.29
71159,1004641,124399,SSD,3,5000.0
71159,1004641,124400,SSD,4,3600.0
71159,1026037,100059,Tela,1,6600.0
71159,1026037,121518,Tela,2,1508.98
71159,1026037,124399,SSD,3,4650.0
71159,1020978,126924,Bateria,1,1235.0
71159,1020978,100059,Tela,2,6760.0
71159,1020978,100763,Bateria,3,787.97
71159,1020978,100937,Fonte,4,2630.32
71159,1020978,100773,Teclado,5,502.05
71159,1003362,124805,Tela,1,6793.45
71159,1003362,121518,Tela,2,930.11
71159,1003362,100937,Fonte,3,598.59
71159,998278,124805,Tela,2,7645.0
71159,989434,100059,Tela,1,3850.43
71159,989434,121518,Tela,2,5419.85
71159,979419,101262,Bateria,1,3133.53
71159,975040,100059,Tela,1,8021.2
71159,975626,121518,Tela,1,9789.13
71159,975626,100059,Tela,2,3983.1
71159,975626,100763,Bateria,3,1592.35
71159,1012019,126924,Bateria,1,1385.0
71159,1014490,124805,Tela,1,5610.0
71159,1014490,122655,SSD,2,6000.0
71159,1014490,100773,Teclado,3,550.0
71159,1014490,126921,Bateria,4,900.0
71159,1014490,101390,Cooler,5,0.05
71159,1014490,121604,Cooler,6,0.05
71218,887155,122805,SSD,1,260.82
71218,884471,122805,SSD,1,260.82
71218,905885,122805,SSD,1,230.16
71218,905885,100763,Bateria,3,233.59
71218,909749,121291,SSD,1,433.01
71218,870729,100497,Bateria,1,133.54
71218,870729,122805,SSD,2,248.1
71218,872539,100311,Teclado,1,65.56
71218,872539,100588,Bateria,2,150.64
71218,872539,101226,Fonte,3,27.89
71218,866891,100336,Teclado,1,57.23
71218,866891,120493,Cooler,2,51.99
71218,866891,100354,Teclado,3,49.7
71218,866891,120428,Cooler,4,53.72
71218,875985,121293,Teclado,1,210.1
71218,874469,122805,SSD,1,238.23
71218,922734,122805,SSD,1,252.66
71682,988401,100820,Teclado,1,50.0
71682,988401,100097,Tela,2,399.09
71682,986636,100215,Tela,1,591.05
71682,989885,100059,Tela,1,407.86
71682,989885,101213,Fonte,2,67.75
71682,932973,100063,Tela,1,282.14
71682,932973,100354,Teclado,2,54.22
71682,930525,101255,Fonte,1,73.6
71682,930525,101117,Fonte,2,84.11
71682,930525,101111,Fonte,3,102.51
71682,930525,101019,Cooler,4,40.73
71682,930910,120388,Teclado,1,67.52
71682,930910,124398,SSD,2,156.51
71682,927392,124398,SSD,1,1436.25
71682,927392,101126,Cooler,2,17.12
71682,926895,100097,Tela,1,1170.0
71682,927785,100063,Tela,1,283.82
71682,928666,100284,Teclado,1,70.31
71682,928666,100821,Teclado,2,72.14
71682,937735,126321,Cooler,1,149.99
71682,937735,100600,Cooler,2,108.09
71682,937735,121603,Cooler,3,199.45
71682,937735,121604,Cooler,4,181.1
71682,937735,100957,Cooler,5,55.73
71682,937735,101018,Cooler,6,68.87
71682,937735,101019,Cooler,7,77.1
71682,937735,124399,SSD,8,463.78
71682,937735,101312,Cooler,9,46.52
71682,937735,101516,Cooler,10,38.8
71682,937735,101286,Cooler,11,60.45
71682,935025,100772,Teclado,1,85.0
71682,935526,100101,Tela,1,329.16
71682,933861,101108,Fonte,1,161.57
71682,933861,101113,Fonte,2,85.55
71682,933861,124398,SSD,3,1448.17
71682,925361,100588,Bateria,1,151.97
71682,922130,120395,Teclado,1,82.71
71682,922130,100506,Bateria,2,161.11
71682,914865,124398,SSD,1,587.44
71682,914282,101115,Fonte,1,82.67
71682,914282,121293,Teclado,2,100.83
71682,914282,101000,Teclado,3,81.57
71682,916452,100505,Bateria,1,172.07
71682,917855,100055,Tela,1,488.39
71682,919220,124398,SSD,1,600.85
71682,919220,124882,Fonte,2,117.61
71682,918646,120490,Cooler,1,47.66
71682,918646,101112,Fonte,3,104.87
71682,918646,101113,Fonte,4,92.14
71682,918646,101109,Fonte,5,71.11
71682,918646,101108,Fonte,6,89.4
71682,948246,124400,SSD,1,378.61
71682,948246,100063,Tela,2,244.85
71682,941669,100726,Teclado,1,53.25
71682,941669,121293,Teclado,2,57.89
71682,941130,101000,Teclado,1,78.34
71682,941130,101323,Teclado,2,71.47
71682,943069,101108,Fonte,1,159.68
71682,943069,101113,Fonte,2,82.01
71682,943069,101115,Fonte,3,76.82
71682,943069,101117,Fonte,4,77.73
71682,943069,101256,Fonte,5,209.25
71682,943069,101121,Cooler,6,118.51
71682,943069,101125,Cooler,7,22.8
71682,943069,101126,Cooler,8,67.53
71682,943069,101286,Cooler,9,89.44
71682,943069,101000,Teclado,10,134.41
71682,943817,124401,SSD,1,615.12
71682,947415,100820,Teclado,1,83.0
71682,956855,100810,Teclado,1,74.01
71682,959503,100763,Bateria,1,223.32
71682,959503,100937,Fonte,2,63.81
71682,959995,100756,Fonte,1,298.07
71682,959995,100597,Fonte,2,164.03
71682,959995,100950,Fonte,3,169.0
71682,959995,100937,Fonte,4,188.54
71682,959995,100519,Fonte,5,345.14
71682,959995,100581,Fonte,6,61.43
71682,959995,100516,Fonte,7,198.75
71682,959995,100512,Fonte,8,60.29
71682,900324,100063,Tela,1,283.0
71682,901682,100366,Teclado,1,69.18
71682,901682,123112,Placa,2,32.78
71682,908864,100501,Bateria,1,149.61
71682,907403,100726,Teclado,1,76.0
71682,883827,100063,Tela,1,269.71
71682,883827,100820,Teclado,2,64.16
71682,883827,122806,SSD,3,407.5
71682,885126,101117,Fonte,1,174.51
71682,884469,100063,Tela,1,279.25
71682,887142,122805,SSD,1,476.64
71682,887924,121604,Cooler,1,127.42
71682,887924,101018,Cooler,2,32.18
71682,887924,101019,Cooler,3,36.08
71682,887924,122806,SSD,4,750.12
71682,887924,122805,SSD,5,867.32
71682,888626,100494,Teclado,1,90.63
71682,888626,121603,Cooler,2,43.97
71682,889151,100063,Tela,1,275.9
71682,889151,100998,Teclado,2,79.48
71682,890396,121294,Bateria,1,248.27
71682,873246,101119,Fonte,1,164.8
71682,873246,101018,Cooler,2,55.5
71682,875286,122805,SSD,1,469.78
71682,875286,100828,Teclado,2,80.51
71682,879265,100097,Tela,1,610.27
71682,877608,122805,SSD,1,470.37
71682,877608,100366,Teclado,2,56.12
71682,876606,100820,Teclado,1,71.0
71682,876606,100999,Teclado,2,84.24
71682,866896,122806,SSD,1,514.58
71682,866896,120381,SSD,2,282.67
71682,866334,100497,Bateria,1,119.37
71682,866334,100773,Teclado,2,53.96
71682,872560,122806,SSD,1,533.71
71682,872560,100979,Teclado,2,81.07
71682,870569,121465,Tela,1,676.53
71682,861721,122806,SSD,1,261.41
71682,861721,122805,SSD,2,458.89
71682,861721,101000,Teclado,3,75.63
71682,861721,100776,Teclado,4,65.08
71682,861721,121293,Teclado,5,90.47
71682,864763,101114,Fonte,1,74.83
71682,864763,101316,Cooler,2,22.14
71682,864763,101123,Cooler,3,11.41
71682,864763,121003,Cooler,4,34.35
71682,864763,101286,Cooler,5,28.41
71682,855831,100097,Tela,1,580.42
71682,857597,101323,Teclado,1,81.19
71682,854750,122809,Memoria,1,168.25
71682,854750,100687,Bateria,2,122.44
71682,854169,101119,Fonte,1,169.37
71682,852386,101000,Teclado,1,82.5
71682,852386,101119,Fonte,2,84.78
71859,956727,100810,Teclado,1,81.58
71859,938061,100288,Teclado,1,77.84
71859,982678,100681,Bateria,1,166.5
71859,1025654,100097,Tela,1,364.55
71859,1025654,122809,Memoria,2,103.41
71859,1025654,123027,Memoria,3,231.45
72011,988266,100059,Tela,1,399.0
72011,996275,126927,Bateria,1,118.0
72011,980852,100773,Teclado,1,54.38
72382,979533,100097,Tela,1,399.09
72382,979533,100820,Teclado,2,52.67
72382,979533,121604,Cooler,3,0.01
72382,969236,100820,Teclado,1,71.79
72382,1007093,100097,Tela,1,379.92
72382,1016139,100369,Teclado,1,86.62
72382,923075,100097,Tela,1,642.51
72382,916044,100719,Teclado,1,59.87
72382,916044,100097,Tela,2,646.04
72382,947768,100497,Bateria,1,147.07
72382,945240,100763,Bateria,1,240.98
72382,958935,100761,Bateria,1,256.07
72382,911319,100101,Tela,1,412.86
72866,944172,124784,Tela,1,6140.0
72938,878132,100743,Bateria,3,125.64
72938,878132,100840,Bateria,4,491.24
72938,878132,100500,Bateria,5,135.74
72938,878132,100097,Tela,6,5600.02
72938,878132,100678,Bateria,7,260.08
72938,878132,100745,Bateria,8,549.88
72938,905444,123112,Placa,1,950.64
73056,1017639,124398,SSD,1,405.78
73056,1017639,124399,SSD,2,538.82
73056,1017639,101019,Cooler,3,34.76
73056,1017639,101264,Cooler,4,43.7
73056,1017639,120759,Cooler,5,14.2
73056,1017639,126655,SSD,6,245.73
73056,1012755,100499,Bateria,1,222.68
73056,1012755,100689,Bateria,2,162.12
73056,1012755,126727,SSD,3,224.67
73429,1022579,126922,Bateria,1,155.44
73429,1031018,101254,Fonte,1,60.0
73429,1031018,101135,Cooler,2,29.38
73429,1031018,100681,Bateria,3,130.0
73429,1026060,128379,Tela,1,415.64
73429,1012120,100059,Tela,1,378.87
73902,954140,122826,Tela,1,648.6
73902,892320,100291,Teclado,1,73.7
74067,938584,122809,Memoria,1,447.72
74067,937487,100988,Bateria,1,190.0
74067,937492,100600,Cooler,1,31.98
74067,933196,101113,Fonte,1,82.85
74067,931992,101113,Fonte,1,82.85
74067,931992,101115,Fonte,2,156.76
74067,914740,100773,Teclado,1,120.06
74067,925817,100502,Bateria,1,160.16
74067,956691,122809,Memoria,1,144.76
74067,956691,101115,Fonte,2,76.34
74067,956691,100844,Bateria,3,122.76
74067,946119,101118,Fonte,1,61.0
74067,946119,101115,Fonte,2,78.0
74067,948233,101000,Teclado,1,62.06
74067,889206,101117,Fonte,1,79.83
74067,904415,100588,Bateria,1,129.34
74067,858166,101115,Fonte,1,73.25
74067,864244,101111,Fonte,1,89.04
74067,972309,100600,Cooler,1,20.0
74067,972081,124399,SSD,1,329.9
74067,972081,101116,Fonte,2,60.05
74067,986228,124400,SSD,1,297.0
74067,986870,100691,Bateria,1,160.47
74067,986870,101113,Fonte,2,82.85
74067,996322,101323,Teclado,1,58.0
74067,1013576,101115,Fonte,1,74.69
74584,950493,101262,Bateria,1,329.77
74584,945407,121465,Tela,1,596.47
74584,945407,101262,Bateria,2,325.18
74598,1012099,122655,SSD,2,1219.14
74598,1031722,122655,SSD,1,620.26
74674,887336,101105,Placa,1,487.65
74674,961988,120493,Cooler,1,19.08
74674,961988,101293,Placa,2,418.53
74674,961988,101018,Cooler,3,15.78
74674,961988,101019,Cooler,4,19.99
74674,919930,100705,Bateria,1,220.88
74674,919930,124882,Fonte,2,124.1
74674,1011166,101106,Placa,1,397.33
74674,1011166,100957,Cooler,2,51.48
74674,994961,100097,Tela,1,414.81
74716,894465,100059,Tela,1,579.44
74716,854394,100588,Bateria,1,163.8
74716,958485,100497,Bateria,1,147.0
74716,941900,100063,Tela,1,301.89
74716,976988,100756,Fonte,1,81.59
74716,977600,126923,Bateria,1,226.21
74737,938093,101262,Bateria,1,3500.0
74737,938093,124398,SSD,2,4750.0
74755,935170,100699,Bateria,1,178.4
74755,929760,100499,Bateria,1,126.91
74755,917971,100763,Bateria,1,451.27
74755,917971,100501,Bateria,2,139.72
74755,917971,100284,Teclado,3,65.84
74755,920271,100497,Bateria,1,138.75
74755,894265,100499,Bateria,1,132.35
74755,907349,100592,Bateria,1,284.52
74755,1021415,100692,Bateria,1,126.93
74755,1013527,100761,Bateria,1,212.25
74755,1014623,100688,Bateria,1,155.6
74755,1007981,100810,Teclado,1,55.15
74755,1007981,100589,Bateria,2,142.8
74755,969183,100507,Bateria,1,331.81
74755,1032076,126921,Bateria,1,190.2
74755,1032076,100692,Bateria,2,121.97
74853,1013932,101108,Fonte,1,764.63
74853,1013932,126921,Bateria,2,195.46
74853,1013932,126925,Bateria,3,138.55
74853,1013932,100810,Teclado,4,260.61
74853,1030838,100820,Teclado,1,253.03
74853,1030838,121383,Fonte,2,511.73
74853,1030838,100763,Bateria,3,357.7
74853,1030838,101213,Fonte,4,108.24
74853,998353,126324,,1,140.94
74853,998353,100763,Bateria,2,242.64
74853,998353,124916,Fonte,3,709.94
74853,972208,100497,Bateria,1,138.76
74853,972208,100288,Teclado,2,95.47
74853,968057,100810,Teclado,1,353.27
74853,968057,101323,Teclado,2,188.83
74853,968057,100950,Fonte,3,289.97
74853,968057,100521,Fonte,4,174.49
74853,968057,100919,Fonte,6,391.08
74853,968057,100681,Bateria,7,147.16
74853,977075,101000,Teclado,1,324.83
74853,977075,100097,Tela,2,420.06
74853,977075,100957,Cooler,3,267.81
74853,980227,100097,Tela,1,424.64
74853,980227,100059,Tela,2,426.48
74853,980227,100763,Bateria,3,205.84
75047,912072,100743,Bateria,1,146.18
75047,910869,100499,Bateria,1,124.49
75047,910869,100507,Bateria,2,191.99
75047,881674,100705,Bateria,1,209.66
75047,879507,100502,Bateria,1,146.12
75047,879190,100698,Bateria,1,141.64
75047,884032,100507,Bateria,1,195.67
75047,886347,101105,Placa,1,3431.21
75047,889152,100499,Bateria,1,131.19
75047,871858,100705,Bateria,1,205.85
75047,866517,100691,Bateria,1,133.49
75047,866517,100695,Bateria,2,134.91
75047,872805,100681,Bateria,1,176.34
75047,876524,100702,Bateria,1,241.13
75047,876524,121518,Tela,2,687.11
75047,876081,100763,Bateria,1,231.82
75047,858580,101262,Bateria,1,358.48
75047,858530,100761,Bateria,1,289.36
75047,857665,101117,Fonte,1,794.11
75047,857665,101118,Fonte,2,326.86
75047,857665,101119,Fonte,3,386.05
75047,857665,101111,Fonte,4,881.69
75047,855095,100844,Bateria,1,126.3
75047,860443,100369,Teclado,1,71.25
75047,860897,121465,Tela,1,1806.27
75047,965984,100695,Bateria,1,149.67
75047,965140,100681,Bateria,1,150.09
75047,949202,100588,Bateria,1,129.11
75047,943232,100666,Teclado,1,72.5
75047,920607,100507,Bateria,1,187.21
75047,925460,100588,Bateria,1,142.22
75047,913163,100759,Teclado,1,104.25
75047,926076,100483,Teclado,1,65.59
75047,928668,121465,Tela,1,642.06
75047,930889,101108,Fonte,1,403.83
75047,930889,101120,Fonte,2,404.97
75047,930889,101117,Fonte,3,393.16
75047,930889,101118,Fonte,4,344.88
75047,980251,100773,Teclado,1,279.22
75047,980251,100810,Teclado,2,258.31
75047,979502,100844,Bateria,1,137.92
75047,969105,100761,Bateria,1,244.8
75047,989123,100501,Bateria,1,149.96
75047,1023622,100286,Teclado,1,74.5
75047,1023839,121465,Tela,1,1014.0
75047,1027563,100763,Bateria,1,178.5
75047,1018140,100691,Bateria,1,158.5
75047,1015692,100845,Bateria,1,455.5
75047,1011721,101213,Fonte,1,366.68
75047,1011721,123112,Placa,2,385.7
75047,1007512,100823,Bateria,1,232.07
75207,1004318,121465,Tela,1,401.13
75458,1008711,121465,Tela,1,3150.0
75458,1006451,121465,Tela,1,3300.0
75458,1003312,121465,Tela,1,1780.0
75458,930127,122826,Tela,1,1381.16
75458,930127,100063,Tela,2,750.42
75607,893966,100097,Tela,1,617.26
75607,904136,101262,Bateria,1,394.05
75607,869681,100097,Tela,1,624.31
75624,941400,101113,Fonte,1,103.3
75624,858279,101262,Bateria,1,718.46
75890,906838,100635,Teclado,1,94.18
75890,869366,100813,Teclado,1,75.91
75890,926032,100063,Tela,1,299.06
75890,984526,100291,Teclado,1,84.11
76340,1014984,101000,Teclado,1,79.0
76340,995839,101094,Memoria,1,272.7
76340,905781,101262,Bateria,1,403.81
76340,873226,122813,Memoria,1,112.63
76340,873226,100507,Bateria,2,194.68
76340,937244,100760,Bateria,1,184.1
76340,937754,100838,Bateria,1,200.12
76800,942348,100055,Tela,1,551.91
76800,862310,100837,Bateria,1,157.23
76800,865125,100588,Bateria,1,164.48
76800,888062,100101,Tela,1,394.15
76800,888062,100497,Bateria,2,125.06
76800,887409,100820,Teclado,1,98.15
76800,910613,121465,Tela,1,734.62
76800,894234,100699,Bateria,1,229.19
77151,941728,100101,Tela,1,401.61
77151,935467,100097,Tela,1,591.53
77193,870606,100059,Tela,1,532.04
77193,877177,100059,Tela,1,564.09
77199,1031502,100810,Teclado,1,1118.67
77199,1031502,124398,SSD,2,2727.73
77199,900399,101323,Teclado,1,3076.0
77199,900399,100726,Teclado,2,2521.5
77199,960543,101323,Teclado,1,3032.5
77199,940238,101323,Teclado,1,3096.58
77199,940238,100817,Teclado,2,749.77
77199,940238,100810,Teclado,3,470.13
77199,940238,101344,Teclado,4,1698.49
77199,940238,101324,Teclado,5,741.14
77828,985811,126727,SSD,1,609.5
77833,1002771,124398,SSD,1,600.0
77850,1018100,100687,Bateria,1,133.02
77850,940581,101000,Teclado,1,86.7
77850,866223,100742,Bateria,1,156.65
77850,865399,100367,Teclado,1,71.54
77850,858567,100101,Tela,1,370.48
77850,858567,100820,Teclado,2,60.54
77850,858567,100097,Tela,3,558.31
77850,888088,100588,Bateria,1,145.93
77850,888088,101119,Fonte,2,83.95
77850,888705,101262,Bateria,1,396.85
78965,1003368,100500,Bateria,1,147.15
78965,1003368,100285,Teclado,2,72.78
78965,990004,121465,Tela,1,448.21
78965,969752,100515,Fonte,2,129.65
78965,969752,100097,Tela,3,428.81
78965,969752,100597,Fonte,4,118.81
78965,1007952,101019,Cooler,1,37.14
78965,1007952,126927,Bateria,2,124.17
78965,1016738,101019,Cooler,1,11.28
78965,1016738,124831,,2,43.5
78965,1016738,124832,,3,44.7
78965,1016738,124830,,4,44.7
78965,1016738,101111,Fonte,5,98.03
78965,1016738,100519,Fonte,7,103.44
78965,1016738,100516,Fonte,8,71.8
78965,1016738,126775,Fonte,9,149.7
78965,1016738,100920,Fonte,10,65.8
78965,1016738,120492,Cooler,11,19.99
78965,1016738,101316,Cooler,12,11.47
78965,1016738,100957,Cooler,13,47.0
78965,1016738,100515,Fonte,14,102.1
78965,929725,100840,Bateria,1,183.2
78965,929725,101123,Cooler,2,12.52
78965,929725,101018,Cooler,3,18.85
78965,915780,120750,Bateria,1,306.55
78965,915780,101108,Fonte,2,183.36
78965,915780,100600,Cooler,3,23.91
78965,915780,101521,Cooler,4,22.4
78965,919459,101323,Teclado,1,82.4
78965,919459,101312,Cooler,2,130.7
78965,959708,100333,Teclado,1,56.29
78965,959708,100950,Fonte,2,123.0
78965,959708,126660,Fonte,3,127.24
78965,960288,100097,Tela,1,431.79
78965,956794,101108,Fonte,1,137.06
78965,956794,100681,Bateria,2,157.04
78965,956794,100600,Cooler,3,47.19
78965,951629,100760,Bateria,1,187.35
78965,945385,101018,Cooler,1,61.89
78965,945385,101019,Cooler,2,34.64
78965,945385,124882,Fonte,3,729.43
78965,945385,101124,Cooler,4,35.01
78965,945385,101125,Cooler,5,51.94
78965,945385,101349,Cooler,6,39.03
78965,945385,101108,Fonte,7,74.23
78965,857636,101516,Cooler,1,56.75
78965,857636,100600,Cooler,2,44.75
78965,857636,101312,Cooler,3,34.06
78965,857636,101509,Cooler,4,52.11
78965,857636,120436,Cooler,5,151.74
78965,857636,120738,Cooler,6,15.42
78965,857636,121003,Cooler,7,35.65
78965,884681,121465,Tela,1,682.39
78965,884681,100097,Tela,2,598.21
78965,889274,101320,Cooler,1,42.34
78965,889274,100097,Tela,2,596.08
78965,905364,100097,Tela,1,619.03
78965,896926,123111,Placa,1,332.4
78965,896926,123112,Placa,2,237.6
78965,892768,101112,Fonte,1,419.08
78965,892768,100497,Bateria,2,132.23
78977,886315,100097,Tela,1,2803.16
78977,886315,100101,Tela,2,372.91
79104,863366,100333,Teclado,1,71.15
79104,857231,100938,Teclado,1,79.37
79104,857231,100558,Teclado,2,86.31
79172,967419,100681,Bateria,1,155.0
79172,896965,123112,Placa,1,237.66
79172,860950,101264,Cooler,1,113.58
79172,860950,101262,Bateria,2,368.94
79172,860950,100501,Bateria,3,125.76
79235,1032152,101536,Cooler,1,41.58
79235,1032152,101138,Cooler,2,79.83
79235,1032152,124399,SSD,3,103.74
79235,1016107,124398,SSD,1,130.9
79235,1010137,100367,Teclado,1,39.78
79235,1010137,124398,SSD,2,253.23
79235,1005822,120388,Teclado,1,64.55
79235,1005822,124398,SSD,2,128.83
79235,1005822,100515,Fonte,3,63.5
79235,971476,122810,Memoria,1,112.52
79235,971476,100497,Bateria,2,119.15
79235,971476,101138,Cooler,3,40.8
79235,979204,124399,SSD,1,177.75
79235,979204,124831,,2,0.01
79235,979204,121603,Cooler,3,0.01
79235,979204,121604,Cooler,4,0.01
79235,979204,124830,,5,0.01
79235,979204,124832,,6,0.01
79520,1020061,100063,Tela,1,243.46
79520,1020061,124399,SSD,2,135.1
79520,1020061,124941,Placa,3,396.91
79711,891414,122187,Cooler,1,1515.17
79712,874177,100059,Tela,1,538.39
79758,856194,100773,Teclado,1,61.99
79955,1015592,100059,Tela,1,396.15
79955,1015592,122809,Memoria,2,300.98
79955,1015592,101398,Cooler,3,30.76
79955,1015592,100820,Teclado,4,52.64
79955,1015592,101000,Teclado,5,65.24
79955,1015592,124784,Tela,6,374.49
79955,970424,121293,Teclado,1,61.98
79955,970424,100756,Fonte,2,112.2
