,carat,cut,color,clarity,depth,table,x,y,z,grp_clarity,grp_color,grp_cut,log_carat,log_carat_menor_2,log_carat_maior_2,dist_carat,grade,IFDIdeal,SI1DPremium,SI1HIdeal,SI2FIdeal,SI2FPremium,SI2GGood,SI2GIdeal,SI2GPremium,SI2GVery Good,VS2DIdeal,VS2DPremium,VS2GIdeal,VS2IIdeal,VVS1DIdeal,VVS1EIdeal,VVS2DIdeal,color_D,clarity_SI2,grp_cla_I,grp_cla_IF,grp_cla_SI,grp_cla_VS,grp_cla_VVS,grp_col_Colorless,grp_col_Near Colorless,grp_col_Tinted,grp_cut_Fair,grp_cut_Good,grp_cut_Ideal,grp_cut_Very Good/Premium,price_predicted
2118,0.4,Very Good,H,VS1,61.3,59.0,4.79,4.74,2.92,VS,Near Colorless,Very Good/Premium,-0.916290731874155,-0.916290731874155,0.0,-0.6,VS1HVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,True,846.3188794301727
2119,0.31,Ideal,F,VS2,61.6,55.0,4.36,4.37,2.69,VS,Colorless,Ideal,-1.171182981502945,-1.171182981502945,0.0,-0.69,VS2FIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,True,False,666.1747316980918
2120,0.7,Ideal,F,SI1,62.6,55.0,5.67,5.7,3.56,SI,Colorless,Ideal,-0.35667494393873245,-0.35667494393873245,0.0,-0.30000000000000004,SI1FIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False,False,True,False,2466.2485135459233
2121,0.33,Ideal,G,IF,61.0,57.0,4.45,4.48,2.72,IF,Colorless,Ideal,-1.1086626245216111,-1.1086626245216111,0.0,-0.6699999999999999,IFGIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False,True,False,1016.0896914903234
2122,0.36,Ideal,G,VVS1,62.1,56.0,4.6,4.58,2.85,VVS,Colorless,Ideal,-1.0216512475319814,-1.0216512475319814,0.0,-0.64,VVS1GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,False,1051.5300650433796
2123,1.51,Very Good,G,SI2,63.1,58.0,7.23,7.19,4.55,SI,Colorless,Very Good/Premium,0.412109650826833,0.412109650826833,0.0,-0.49,SI2GVery Good,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,True,False,False,True,False,False,False,False,False,True,8306.669421654957
2124,0.73,Ideal,H,IF,62.2,54.0,5.76,5.82,3.6,IF,Near Colorless,Ideal,-0.31471074483970024,-0.31471074483970024,0.0,-0.27,IFHIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,True,False,3550.571860599647
2125,1.01,Ideal,G,VVS2,61.1,57.0,6.49,6.54,3.98,VVS,Colorless,Ideal,0.009950330853168092,0.009950330853168092,0.0,-0.99,VVS2GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,False,7622.67999154661
2126,0.34,Ideal,I,VS1,61.8,55.0,4.48,4.52,2.78,VS,Near Colorless,Ideal,-1.0788096613719298,-1.0788096613719298,0.0,-0.6599999999999999,VS1IIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,True,False,649.6869246578858
2127,0.71,Ideal,G,VVS1,61.4,59.0,5.7,5.76,3.52,VVS,Colorless,Ideal,-0.342490308946776,-0.342490308946776,0.0,-0.29000000000000004,VVS1GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,False,3620.565768261286
2128,0.56,Ideal,H,VS1,60.2,57.0,5.38,5.35,3.23,VS,Near Colorless,Ideal,-0.579818495252942,-0.579818495252942,0.0,-0.43999999999999995,VS1HIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,True,False,1618.4415352758463
2129,1.06,Very Good,G,VS1,63.0,56.0,6.47,6.51,4.09,VS,Colorless,Very Good/Premium,0.058268908123975824,0.058268908123975824,0.0,-0.94,VS1GVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,True,6691.646632265667
2130,0.96,Premium,H,SI2,59.4,56.0,6.47,6.42,3.83,SI,Near Colorless,Very Good/Premium,-0.040821994520255166,-0.040821994520255166,0.0,-0.040000000000000036,SI2HPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,True,False,False,False,False,True,3008.6057824149257
2131,0.23,Fair,G,VVS2,61.4,66.0,3.87,3.91,2.39,VVS,Colorless,Fair,-1.4696759700589417,-1.4696759700589417,0.0,-0.77,VVS2GFair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,False,True,False,False,False,391.10696822768324
2132,0.51,Ideal,D,VS1,61.7,54.0,5.12,5.15,3.17,VS,Colorless,Ideal,-0.6733445532637656,-0.6733445532637656,0.0,-0.49,VS1DIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,True,False,True,False,False,False,False,True,False,1791.0553771492312
2133,0.5,Premium,F,VS2,61.7,59.0,5.09,5.05,3.13,VS,Colorless,Very Good/Premium,-0.6931471805599453,-0.6931471805599453,0.0,-0.5,VS2FPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,True,1547.115427786049
2134,0.47,Ideal,H,VS2,61.7,57.0,4.99,5.03,3.09,VS,Near Colorless,Ideal,-0.7550225842780328,-0.7550225842780328,0.0,-0.53,VS2HIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,True,False,1176.4225938184836
2135,0.61,Ideal,G,SI1,61.7,55.0,5.46,5.49,3.38,SI,Colorless,Ideal,-0.4942963218147801,-0.4942963218147801,0.0,-0.39,SI1GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False,False,True,False,1923.970097197433
2136,0.32,Ideal,I,VVS1,61.9,55.0,4.39,4.4,2.72,VVS,Near Colorless,Ideal,-1.1394342831883648,-1.1394342831883648,0.0,-0.6799999999999999,VVS1IIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,True,False,False,False,True,False,696.3755555955505
2137,1.23,Ideal,G,SI2,58.8,60.0,7.01,7.08,4.14,SI,Colorless,Ideal,0.20701416938432612,0.20701416938432612,0.0,-0.77,SI2GIdeal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,True,False,False,False,False,True,False,5972.317376053119
2138,0.9,Premium,G,VS2,61.0,58.0,6.2,6.13,3.76,VS,Colorless,Very Good/Premium,-0.10536051565782628,-0.10536051565782628,0.0,-0.09999999999999998,VS2GPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,True,4459.791149490796
2139,0.42,Very Good,F,VS2,60.1,61.0,4.84,4.88,2.92,VS,Colorless,Very Good/Premium,-0.8675005677047231,-0.8675005677047231,0.0,-0.5800000000000001,VS2FVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,True,1125.0633923110859
2140,0.41,Premium,G,VVS1,59.9,59.0,4.79,4.83,2.88,VVS,Colorless,Very Good/Premium,-0.8915981192837836,-0.8915981192837836,0.0,-0.5900000000000001,VVS1GPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,False,True,1290.1567614073617
2141,2.01,Ideal,J,SI1,62.8,58.0,8.02,7.97,5.02,SI,Tinted,Ideal,0.6981347220709843,0.0,0.6981347220709843,-0.9900000000000002,SI1JIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,True,False,11913.07085550663
2142,0.42,Ideal,E,VVS1,62.0,56.0,4.78,4.84,2.98,VVS,Colorless,Ideal,-0.8675005677047231,-0.8675005677047231,0.0,-0.5800000000000001,VVS1EIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,True,True,False,False,False,False,True,False,1612.037174262726
2143,1.01,Premium,H,VS2,62.6,61.0,6.33,6.29,3.95,VS,Near Colorless,Very Good/Premium,0.009950330853168092,0.009950330853168092,0.0,-0.99,VS2HPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,True,5055.868681316003
2144,0.7,Very Good,E,VS2,61.7,60.0,5.67,5.7,3.51,VS,Colorless,Very Good/Premium,-0.35667494393873245,-0.35667494393873245,0.0,-0.30000000000000004,VS2EVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,True,2845.7341668288545
2145,0.3,Premium,H,VS1,63.0,59.0,4.27,4.21,2.67,VS,Near Colorless,Very Good/Premium,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,VS1HPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,True,498.47393504726506
2146,0.41,Premium,H,VS1,62.8,59.0,4.73,4.64,2.94,VS,Near Colorless,Very Good/Premium,-0.8915981192837836,-0.8915981192837836,0.0,-0.5900000000000001,VS1HPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,True,885.5121064881072
2147,0.33,Ideal,H,VVS2,60.9,57.0,4.48,4.52,2.74,VVS,Near Colorless,Ideal,-1.1086626245216111,-1.1086626245216111,0.0,-0.6699999999999999,VVS2HIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,True,False,False,False,True,False,737.0025078362776
2148,0.32,Ideal,G,SI1,62.5,55.0,4.35,4.38,2.73,SI,Colorless,Ideal,-1.1394342831883648,-1.1394342831883648,0.0,-0.6799999999999999,SI1GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False,False,True,False,591.5482470123202
2149,0.31,Good,E,IF,64.2,60.0,4.28,4.22,2.73,IF,Colorless,Good,-1.171182981502945,-1.171182981502945,0.0,-0.69,IFEGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,True,False,False,834.0463423622017
2150,0.52,Ideal,G,IF,61.5,56.0,5.16,5.21,3.19,IF,Colorless,Ideal,-0.6539264674066639,-0.6539264674066639,0.0,-0.48,IFGIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False,True,False,2337.226920208185
2151,0.3,Premium,G,SI2,62.5,59.0,4.31,4.27,2.68,SI,Colorless,Very Good/Premium,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,SI2GPremium,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,True,False,False,False,False,False,True,399.3758698013245
2152,1.21,Premium,D,VS1,60.2,59.0,6.89,6.86,4.14,VS,Colorless,Very Good/Premium,0.1906203596086497,0.1906203596086497,0.0,-0.79,VS1DPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,True,False,True,False,False,False,False,False,True,9100.849403659773
2153,1.2,Ideal,I,VVS2,62.9,55.0,6.75,6.79,4.26,VVS,Near Colorless,Ideal,0.1823215567939546,0.1823215567939546,0.0,-0.8,VVS2IIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,True,False,False,False,True,False,8481.076726839958
2154,0.3,Ideal,G,VVS1,61.9,54.0,4.33,4.36,2.69,VVS,Colorless,Ideal,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,VVS1GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,False,751.5439048158297
2155,0.91,Very Good,E,SI2,60.5,59.0,6.26,6.34,3.81,SI,Colorless,Very Good/Premium,-0.09431067947124129,-0.09431067947124129,0.0,-0.08999999999999997,SI2EVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,True,False,False,False,False,False,True,3326.760291370071
2156,1.64,Premium,J,SI2,63.0,58.0,7.54,7.49,4.74,SI,Tinted,Very Good/Premium,0.494696241836107,0.494696241836107,0.0,-0.3600000000000001,SI2JPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,False,True,False,False,False,True,6944.867079574037
2157,0.71,Ideal,H,VVS2,61.9,56.0,5.72,5.76,3.55,VVS,Near Colorless,Ideal,-0.342490308946776,-0.342490308946776,0.0,-0.29000000000000004,VVS2HIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,True,False,False,False,True,False,2978.2998309622267
2158,1.05,Ideal,I,SI1,60.4,57.0,6.6,6.58,3.98,SI,Near Colorless,Ideal,0.04879016416943205,0.04879016416943205,0.0,-0.95,SI1IIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,True,False,4691.726831983667
2159,0.31,Ideal,G,VVS1,62.8,53.0,4.36,4.34,2.73,VVS,Colorless,Ideal,-1.171182981502945,-1.171182981502945,0.0,-0.69,VVS1GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,False,798.4139405148944
2160,0.51,Very Good,D,VS2,63.5,56.0,5.1,5.07,3.23,VS,Colorless,Very Good/Premium,-0.6733445532637656,-0.6733445532637656,0.0,-0.49,VS2DVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,True,False,True,False,False,False,False,False,True,1730.7928434650248
2161,0.31,Ideal,E,VVS2,60.8,56.0,4.39,4.42,2.68,VVS,Colorless,Ideal,-1.171182981502945,-1.171182981502945,0.0,-0.69,VVS2EIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,False,798.4139405148944
2162,0.41,Premium,F,VS2,60.3,58.0,4.85,4.8,2.91,VS,Colorless,Very Good/Premium,-0.8915981192837836,-0.8915981192837836,0.0,-0.5900000000000001,VS2FPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,True,1076.4714777208906
2163,1.23,Very Good,H,SI1,62.3,58.0,6.79,6.83,4.24,SI,Near Colorless,Very Good/Premium,0.20701416938432612,0.20701416938432612,0.0,-0.77,SI1HVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,True,5978.227621072178
2164,1.06,Good,F,SI2,62.2,61.0,6.47,6.53,4.04,SI,Colorless,Good,0.058268908123975824,0.058268908123975824,0.0,-0.94,SI2FGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,True,False,False,False,True,False,False,4665.444129388106
2165,0.71,Very Good,D,SI2,61.8,63.0,5.73,5.67,3.52,SI,Colorless,Very Good/Premium,-0.342490308946776,-0.342490308946776,0.0,-0.29000000000000004,SI2DVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,False,True,False,False,True,False,False,False,False,False,True,2304.18498911617
2166,0.4,Premium,E,VS1,61.8,55.0,4.76,4.72,2.93,VS,Colorless,Very Good/Premium,-0.916290731874155,-0.916290731874155,0.0,-0.6,VS1EPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,True,1028.826289429755
2167,1.63,Very Good,I,SI1,61.9,60.0,7.51,7.55,4.66,SI,Near Colorless,Very Good/Premium,0.4885800148186709,0.4885800148186709,0.0,-0.3700000000000001,SI1IVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,True,9688.639360174142
2168,0.51,Premium,E,VVS2,62.1,57.0,5.18,5.15,3.21,VVS,Colorless,Very Good/Premium,-0.6733445532637656,-0.6733445532637656,0.0,-0.49,VVS2EPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,False,True,1922.336097511444
2169,1.51,Very Good,J,VS2,60.2,59.0,7.35,7.36,4.43,VS,Tinted,Very Good/Premium,0.412109650826833,0.412109650826833,0.0,-0.49,VS2JVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,8253.016025474246
2170,0.91,Very Good,E,SI2,60.0,60.0,6.23,6.28,3.75,SI,Colorless,Very Good/Premium,-0.09431067947124129,-0.09431067947124129,0.0,-0.08999999999999997,SI2EVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,True,False,False,False,False,False,True,3326.760291370071
2171,1.58,Premium,G,VS1,62.4,60.0,7.46,7.38,4.63,VS,Colorless,Very Good/Premium,0.4574248470388755,0.4574248470388755,0.0,-0.41999999999999993,VS1GPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,True,13340.773419738767
2172,1.5,Premium,J,SI1,62.1,57.0,7.42,7.26,4.56,SI,Tinted,Very Good/Premium,0.4054651081081644,0.4054651081081644,0.0,-0.5,SI1JPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,True,6833.942206438354
2173,1.15,Ideal,I,VS1,62.1,55.0,6.76,6.67,4.18,VS,Near Colorless,Ideal,0.13976194237515863,0.13976194237515863,0.0,-0.8500000000000001,VS1IIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,True,False,6570.302986462659
2174,0.51,Ideal,I,VS2,62.1,55.0,5.1,5.13,3.17,VS,Near Colorless,Ideal,-0.6733445532637656,-0.6733445532637656,0.0,-0.49,VS2IIdeal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,True,False,1194.4684539939428
2175,0.75,Ideal,G,VS2,60.6,55.0,5.91,5.93,3.59,VS,Colorless,Ideal,-0.2876820724517809,-0.2876820724517809,0.0,-0.25,VS2GIdeal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,True,False,3021.6968475066487
2176,0.27,Ideal,E,VVS1,62.3,56.0,4.17,4.15,2.59,VVS,Colorless,Ideal,-1.3093333199837622,-1.3093333199837622,0.0,-0.73,VVS1EIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,True,True,False,False,False,False,True,False,714.6895578278782
2177,0.49,Good,F,VS1,58.9,60.5,5.17,5.21,3.05,VS,Colorless,Good,-0.7133498878774648,-0.7133498878774648,0.0,-0.51,VS1FGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,True,False,False,1421.3474247884637
2178,0.34,Good,G,VS2,63.1,57.0,4.43,4.47,2.81,VS,Colorless,Good,-1.0788096613719298,-1.0788096613719298,0.0,-0.6599999999999999,VS2GGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,True,False,False,727.4768301784572
2179,0.41,Ideal,D,SI1,62.3,55.0,4.79,4.77,2.98,SI,Colorless,Ideal,-0.8915981192837836,-0.8915981192837836,0.0,-0.5900000000000001,SI1DIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,True,False,False,True,False,False,False,False,True,False,1006.7016042643859
2180,0.34,Premium,D,SI1,62.0,58.0,4.47,4.43,2.76,SI,Colorless,Very Good/Premium,-1.0788096613719298,-1.0788096613719298,0.0,-0.6599999999999999,SI1DPremium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,True,False,False,True,False,False,False,False,False,True,708.9950995167845
2181,0.92,Premium,H,SI1,62.0,60.0,6.21,6.27,3.87,SI,Near Colorless,Very Good/Premium,-0.08338160893905101,-0.08338160893905101,0.0,-0.07999999999999996,SI1HPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,True,3194.642854057354
2182,0.91,Good,H,VS2,63.1,59.0,6.13,6.16,3.88,VS,Near Colorless,Good,-0.09431067947124129,-0.09431067947124129,0.0,-0.08999999999999997,VS2HGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,True,False,False,3566.1151936853767
2183,0.61,Ideal,F,VVS2,61.5,55.0,5.47,5.53,3.38,VVS,Colorless,Ideal,-0.4942963218147801,-0.4942963218147801,0.0,-0.39,VVS2FIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,False,2753.339011110275
2184,1.57,Good,G,VS2,57.8,60.0,7.66,7.6,4.41,VS,Colorless,Good,0.45107561936021673,0.45107561936021673,0.0,-0.42999999999999994,VS2GGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,True,False,False,12579.783559313946
2185,0.31,Premium,F,IF,61.5,58.0,4.35,4.33,2.67,IF,Colorless,Very Good/Premium,-1.171182981502945,-1.171182981502945,0.0,-0.69,IFFPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,875.0225469579475
2186,1.58,Ideal,J,VVS1,61.5,56.0,7.48,7.5,4.61,VVS,Tinted,Ideal,0.4574248470388755,0.4574248470388755,0.0,-0.41999999999999993,VVS1JIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,True,False,11055.517140933947
2187,1.08,Premium,H,SI1,62.6,56.0,6.58,6.52,4.1,SI,Near Colorless,Very Good/Premium,0.0769610411361284,0.0769610411361284,0.0,-0.9199999999999999,SI1HPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,True,4763.831211982923
2188,0.54,Good,D,SI1,57.9,60.0,5.36,5.39,3.11,SI,Colorless,Good,-0.616186139423817,-0.616186139423817,0.0,-0.45999999999999996,SI1DGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,True,False,False,True,False,False,False,True,False,False,1533.0536015501107
2189,0.45,Ideal,G,IF,62.8,53.0,4.92,4.95,3.1,IF,Colorless,Ideal,-0.7985076962177716,-0.7985076962177716,0.0,-0.55,IFGIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False,True,False,1795.4126335002363
2190,0.7,Premium,F,SI2,62.9,57.0,5.64,5.61,3.53,SI,Colorless,Very Good/Premium,-0.35667494393873245,-0.35667494393873245,0.0,-0.30000000000000004,SI2FPremium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,True,False,False,False,False,False,True,1950.412530050394
2191,0.43,Ideal,D,VS1,61.6,56.0,4.85,4.86,2.99,VS,Colorless,Ideal,-0.843970070294529,-0.843970070294529,0.0,-0.5700000000000001,VS1DIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,True,False,True,False,False,False,False,True,False,1311.619833248804
2192,1.04,Ideal,F,VS2,62.1,57.0,6.53,6.48,4.04,VS,Colorless,Ideal,0.03922071315328133,0.03922071315328133,0.0,-0.96,VS2FIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,True,False,6696.583804119429
2193,1.21,Ideal,D,VS2,60.9,60.0,6.91,6.86,4.19,VS,Colorless,Ideal,0.1906203596086497,0.1906203596086497,0.0,-0.79,VS2DIdeal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,False,False,False,True,False,True,False,False,False,False,True,False,9614.114580773965
2194,0.65,Very Good,F,SI1,60.0,63.0,5.62,5.54,3.35,SI,Colorless,Very Good/Premium,-0.4307829160924542,-0.4307829160924542,0.0,-0.35,SI1FVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False,False,False,True,2085.357918910018
2195,1.31,Ideal,H,VS1,61.5,55.0,7.02,7.05,4.33,VS,Near Colorless,Ideal,0.2700271372130602,0.2700271372130602,0.0,-0.69,VS1HIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,True,False,8238.8731804622
2196,0.3,Very Good,E,IF,60.9,59.0,4.29,4.32,2.62,IF,Colorless,Very Good/Premium,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,IFEVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,823.6552850249246
2197,1.02,Good,E,SI1,63.7,62.0,6.31,6.4,4.05,SI,Colorless,Good,0.01980262729617973,0.01980262729617973,0.0,-0.98,SI1EGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False,True,False,False,4992.213975038446
2198,0.7,Ideal,J,VS1,61.6,57.0,5.72,5.77,3.54,VS,Tinted,Ideal,-0.35667494393873245,-0.35667494393873245,0.0,-0.30000000000000004,VS1JIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,True,False,1967.6707363636656
2199,0.3,Ideal,G,VVS2,62.4,55.0,4.32,4.34,2.7,VVS,Colorless,Ideal,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,VVS2GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,False,751.5439048158297
2200,0.32,Ideal,G,VVS2,61.4,55.0,4.4,4.43,2.71,VVS,Colorless,Ideal,-1.1394342831883648,-1.1394342831883648,0.0,-0.6799999999999999,VVS2GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,False,846.5479103991406
2201,2.01,Good,G,SI1,63.9,60.0,7.81,7.75,4.97,SI,Colorless,Good,0.6981347220709843,0.0,0.6981347220709843,-0.9900000000000002,SI1GGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False,True,False,False,16422.397680241433
2202,0.6,Ideal,I,SI1,60.7,58.0,5.43,5.45,3.3,SI,Near Colorless,Ideal,-0.5108256237659907,-0.5108256237659907,0.0,-0.4,SI1IIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,True,False,1536.0207640826288
